Year,State,District,Water Level,avg_depth
2021,Karnataka,Kolar,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Karnataka,Mysore,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Yadgir,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Bangalore Rural,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Dakshina Kannada,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Koppal,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Chikballapura,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Karnataka,Mandya,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Karnataka,Chamarajanagar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Gadag,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Karnataka,Kodagu,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Karnataka,Shimoga,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Bellary,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Bagalkot,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Davangere,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Tumkur,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl),7.5
2021,Karnataka,Uttara Kannada,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Gulbarga,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Hassan,5 to 10 Post Monsoon (in mbgl),7.5
2021,Karnataka,Haveri,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Chitradurga,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Chikmagalur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Dharwad,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Bijapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Raichur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Bidar,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Ramanagara,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Belgaum,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Bangalore Urban,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Kolar,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Mysore,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Yadgir,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Bangalore Rural,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Dakshina Kannada,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Koppal,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Chikballapura,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Mandya,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Chamarajanagar,0 to 2 Post Monsoon (in mbgl),1.0
2021,Karnataka,Gadag,2 to 5 Post Monsoon (in mbgl),3.5
2021,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Kollam,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Kasaragod,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Wayanad,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Kerala,Thiruvananthapuram,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Idukki,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Kerala,Kottayam,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Kerala,Thrissur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Ernakulam,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Kerala,Kannur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Pathanamthitta,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Kerala,Alappuzha,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Kerala,Kozhikode,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Kerala,Palakkad,2 to 5 Post Monsoon (in mbgl),3.5
2021,Kerala,Kollam,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Thiruvananthapuram,2 to 5 Post Monsoon (in mbgl),3.5
2021,Kerala,Idukki,0 to 2 Post Monsoon (in mbgl),1.0
2021,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl),3.5
2021,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Ernakulam,2 to 5 Post Monsoon (in mbgl),3.5
2021,Kerala,Kannur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Kerala,Pathanamthitta,0 to 2 Post Monsoon (in mbgl),1.0
2021,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl),1.0
2021,Kerala,Kozhikode,2 to 5 Post Monsoon (in mbgl),3.5
2021,Ladakh,Leh,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Ladakh,Kargil,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Ladakh,Leh,10 to 20 Post Monsoon (in mbgl),15.0
2021,Ladakh,Kargil,10 to 20 Post Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Anuppur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Umaria,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Khargone,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Rewa,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Burhanpur,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Chhindwara,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Indore,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Betul,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Dhar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Mandsaur,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Singrauli,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Sheopur,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Mandla,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Satna,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Damoh,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Gwalior,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Bhopal,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Agar Malwa,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Sagar,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Hoshangabad,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Harda,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Shahdol,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Sidhi,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Alirajpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Vidisha,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Ratlam,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Barwani,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Narsinghpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Dewas,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Ujjain,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Rajgarh,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Bhind,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Raisen,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Katni,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Jabalpur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Jhabua,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Panna,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Shivpuri,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Balaghat,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Datia,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Dindori,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Sehore,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Neemuch,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Morena,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Madhya Pradesh,Guna,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Khandwa,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Chhatarpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Seoni,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Ashok Nagar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Tikamgarh,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Shajapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Anuppur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Umaria,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Khargone,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Rewa,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Burhanpur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Chhindwara,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Indore,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Betul,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Dhar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Mandsaur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Singrauli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Sheopur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Mandla,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Satna,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Damoh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Gwalior,10 to 20 Post Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Bhopal,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Agar Malwa,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Sagar,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Hoshangabad,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Harda,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Shahdol,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Sidhi,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Alirajpur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Vidisha,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Ratlam,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Barwani,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Narsinghpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Dewas,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Ujjain,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Rajgarh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Bhind,10 to 20 Post Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Raisen,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Katni,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Jabalpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Jhabua,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Panna,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Shivpuri,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Balaghat,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Datia,10 to 20 Post Monsoon (in mbgl),15.0
2021,Madhya Pradesh,Dindori,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Sehore,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Neemuch,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Morena,20 to 40 Post Monsoon (in mbgl),30.0
2021,Madhya Pradesh,Guna,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Khandwa,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Chhatarpur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Seoni,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Ashok Nagar,5 to 10 Post Monsoon (in mbgl),7.5
2021,Madhya Pradesh,Tikamgarh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Madhya Pradesh,Shajapur,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Ratnagiri,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Palghar,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Nashik,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Latur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Mumbai City,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Pune,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Solapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Chandrapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Washim,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Amravati,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Raigad,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Sangli,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Jalgaon,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Jalna,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Nanded,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Dhule,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Nandurbar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Satara,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Thane,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Wardha,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Sindhudurg,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Osmanabad,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Maharashtra,Mumbai Suburban,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Akola,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Maharashtra,Hingoli,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Ahmednagar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Kolhapur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Maharashtra,Parbhani,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Gondia,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Bhandara,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Gadchiroli,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Nagpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Beed,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Maharashtra,Buldana,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Aurangabad,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Yavatmal,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Maharashtra,Ratnagiri,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Palghar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Nashik,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Latur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Mumbai City,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Pune,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Solapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Chandrapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Washim,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Amravati,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Raigad,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Sangli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Jalgaon,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Jalna,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Nanded,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Dhule,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Nandurbar,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Satara,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Thane,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Wardha,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Sindhudurg,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Osmanabad,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Mumbai Suburban,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Akola,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Hingoli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Ahmednagar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Kolhapur,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Parbhani,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Gondia,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Bhandara,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Gadchiroli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Nagpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Beed,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Buldana,0 to 2 Post Monsoon (in mbgl),1.0
2021,Maharashtra,Aurangabad,2 to 5 Post Monsoon (in mbgl),3.5
2021,Maharashtra,Yavatmal,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,North Garo Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,South West Garo Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,West Garo Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,Ri Bhoi,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,South West Khasi Hills,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Meghalaya,East Garo Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,West Khasi Hills,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Meghalaya,South Garo Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,East Jaintia Hills,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Meghalaya,West Jaintia Hills,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Meghalaya,East Khasi Hills,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Meghalaya,North Garo Hills,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,South West Garo Hills,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,West Garo Hills,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,Ri Bhoi,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,South West Khasi Hills,0 to 2 Post Monsoon (in mbgl),1.0
2021,Meghalaya,East Garo Hills,2 to 5 Post Monsoon (in mbgl),3.5
2021,Meghalaya,West Khasi Hills,0 to 2 Post Monsoon (in mbgl),1.0
2021,Meghalaya,South Garo Hills,0 to 2 Post Monsoon (in mbgl),1.0
2021,Meghalaya,East Jaintia Hills,20 to 40 Post Monsoon (in mbgl),30.0
2021,Meghalaya,West Jaintia Hills,0 to 2 Post Monsoon (in mbgl),1.0
2021,Meghalaya,East Khasi Hills,0 to 2 Post Monsoon (in mbgl),1.0
2021,Nagaland,Phek,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Nagaland,Dimapur,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Nagaland,Kohima,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Nagaland,Mon,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Nagaland,Kiphire,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Nagaland,Wokha,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Nagaland,Zunheboto,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Nagaland,Mokokchung,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Nagaland,Longleng,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Nagaland,Tuensang,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Nagaland,Peren,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Nagaland,Phek,20 to 40 Post Monsoon (in mbgl),30.0
2021,Nagaland,Dimapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Nagaland,Kohima,0 to 2 Post Monsoon (in mbgl),1.0
2021,Nagaland,Mon,20 to 40 Post Monsoon (in mbgl),30.0
2021,Nagaland,Kiphire,20 to 40 Post Monsoon (in mbgl),30.0
2021,Nagaland,Wokha,2 to 5 Post Monsoon (in mbgl),3.5
2021,Nagaland,Zunheboto,0 to 2 Post Monsoon (in mbgl),1.0
2021,Nagaland,Mokokchung,0 to 2 Post Monsoon (in mbgl),1.0
2021,Nagaland,Longleng,20 to 40 Post Monsoon (in mbgl),30.0
2021,Nagaland,Tuensang,20 to 40 Post Monsoon (in mbgl),30.0
2021,Nagaland,Peren,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Nabarangapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Balangir,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Bhadrak,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Malkangiri,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Gajapati,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Ganjam,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Boudh,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Koraput,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Rayagada,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Puri,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Mayurbhanj,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Kendujhar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Kendrapara,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Kandhamal,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Baleshwar,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Nayagarh,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Subarnapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Angul,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Deogarh,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Cuttack,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Bargarh,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Odisha,Dhenkanal,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Jagatsinghapur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Khordha,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Nuapada,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Sambalpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Jharsuguda,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Kalahandi,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Jajapur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Odisha,Sundargarh,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Odisha,Nabarangapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Balangir,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Bhadrak,0 to 2 Post Monsoon (in mbgl),1.0
2021,Odisha,Malkangiri,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Gajapati,0 to 2 Post Monsoon (in mbgl),1.0
2021,Odisha,Ganjam,0 to 2 Post Monsoon (in mbgl),1.0
2021,Odisha,Boudh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Koraput,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Rayagada,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Puri,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Mayurbhanj,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Kendujhar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Kendrapara,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Kandhamal,5 to 10 Post Monsoon (in mbgl),7.5
2021,Odisha,Baleshwar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Nayagarh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Subarnapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Angul,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Deogarh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Odisha,Cuttack,2 to 5 Post Monsoon (in mbgl),3.5
