Year,State,District,Water Level,avg_depth
2021,Bihar,Bhojpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Muzaffarpur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Purnia,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Rohtas,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,East Champaran,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Bihar,Saharsa,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,West Champaran,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Kishanganj,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Darbhanga,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Bhagalpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Madhubani,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Sheikhpura,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Kaimur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Nalanda,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Nawada,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Patna,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Bihar,Siwan,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Lakhisarai,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Madhepura,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Khagaria,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Arwal,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Banka,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Begusarai,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Supaul,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Gaya,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Bihar,Sitamarhi,0 to 2 Pre Monsoon (in mbgl),1.0
2021,Bihar,Araria,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Bihar,Jamui,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Aurangabad,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Sheohar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Jehanabad,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Vaishali,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Munger,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Buxar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Saran,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Gopalganj,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Samastipur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Katihar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Bhojpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Muzaffarpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Purnia,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Rohtas,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,East Champaran,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Saharsa,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,West Champaran,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Kishanganj,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Darbhanga,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Bhagalpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Madhubani,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Sheikhpura,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Kaimur,5 to 10 Post Monsoon (in mbgl),7.5
2021,Bihar,Nalanda,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Nawada,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Patna,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Siwan,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Lakhisarai,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Madhepura,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Khagaria,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Arwal,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Banka,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Begusarai,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Supaul,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Gaya,2 to 5 Post Monsoon (in mbgl),3.5
2021,Bihar,Sitamarhi,0 to 2 Post Monsoon (in mbgl),1.0
2021,Bihar,Araria,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chandigarh,Chandigarh,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Chandigarh,Chandigarh,10 to 20 Post Monsoon (in mbgl),15.0
2021,Chhattisgarh,Bastar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Narayanpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Dantewada,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Mahasamund,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Balod,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Jashpur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Koriya,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Raipur,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Sukma,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Mungeli,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Rajnandgaon,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Kondagaon,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Surguja,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Raigarh,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Durg,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Gariyaband,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Janjgir-Champa,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Balrampur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Kanker (North Bastar),5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Bilaspur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Surajpur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Baloda Bazar,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Korba,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Bijapur,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Dhamtari,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Chhattisgarh,Kawardha/ Kabirdham,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Bemetara,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Chhattisgarh,Bastar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Narayanpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Dantewada,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Mahasamund,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Balod,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Jashpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Koriya,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Raipur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Sukma,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Mungeli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Rajnandgaon,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Kondagaon,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Surguja,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Raigarh,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Durg,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Gariyaband,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Janjgir-Champa,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Balrampur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Kanker (North Bastar),2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Bilaspur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Surajpur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Baloda Bazar,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Korba,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Bijapur,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Dhamtari,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Kawardha/ Kabirdham,2 to 5 Post Monsoon (in mbgl),3.5
2021,Chhattisgarh,Bemetara,2 to 5 Post Monsoon (in mbgl),3.5
2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5 Post Monsoon (in mbgl),3.5
2021,Daman and Diu,Diu,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Daman and Diu,Daman,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Daman and Diu,Diu,5 to 10 Post Monsoon (in mbgl),7.5
2021,Daman and Diu,Daman,0 to 2 Post Monsoon (in mbgl),1.0
2021,Delhi,West Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Delhi,Shahdara,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Delhi,South-East Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Delhi,New Delhi,20 to 40 Pre Monsoon (in mbgl),30.0
2021,Delhi,South-West Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Delhi,North-East Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Delhi,North Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2021,Delhi,North-West Delhi,2 to 5 Pre Monsoon (in mbgl),3.5
2021,Delhi,East Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2021,Delhi,Central Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
